datetime,equity,equity_curve,market_curve,position,close
2020-01-01,100000.0,1.0,1.0,0,7200.85
2020-01-02,100000.0,1.0,0.9673455217092426,0,6965.71
2020-01-03,100000.0,1.0,1.0200129151419621,0,7344.96
2020-01-04,100000.0,1.0,1.0212835984640698,0,7354.11
2020-01-05,100000.0,1.0,1.021927966837248,0,7358.75
2020-01-06,100000.0,1.0,1.0773728101543565,0,7758.0
2020-01-07,100000.0,1.0,1.1311553497156581,0,8145.28
2020-01-08,100000.0,1.0,1.1187540359818628,0,8055.98
2020-01-09,100000.0,1.0,1.0856718304089097,0,7817.76
2020-01-10,100000.0,1.0,1.1383406125665716,0,8197.02
2020-01-11,100000.0,1.0,1.1137587923647898,0,8020.01
2020-01-12,100000.0,1.0,1.1366685877361695,0,8184.98
2020-01-13,100000.0,1.0,1.1263031447676313,0,8110.34
2020-01-14,100000.0,1.0,1.2234680627981416,0,8810.01
2020-01-15,100000.0,1.0,1.225051209232243,0,8821.41
2020-01-16,100000.0,1.0,1.2109695383183925,0,8720.01
2020-01-17,100000.0,1.0,1.2378094252761822,0,8913.28
2020-01-18,100000.0,1.0,1.23818160356069,0,8915.96
2020-01-19,100000.0,1.0,1.2084267829492348,0,8701.7
2020-01-20,100000.0,1.0,1.2001847004173114,0,8642.35
2020-01-21,100982.88046653978,1.0098288046653978,1.2131942756757879,1,8736.03
2020-01-22,100362.489832048,1.00362489832048,1.2057409889110309,1,8682.36
2020-01-23,97150.83837150775,0.9715083837150775,1.1671566551171038,1,8404.52
2020-01-24,97549.40496508473,0.9754940496508473,1.1719449787177898,1,8439.0
2020-01-25,96411.73315128408,0.9641173315128407,1.158277147836713,1,8340.58
2020-01-26,99583.85161443357,0.9958385161443357,1.1963865377004097,1,8615.0
2020-01-27,102965.77238829716,1.0296577238829716,1.237016463334189,1,8907.57
2020-01-28,108359.83025450252,1.0835983025450253,1.3018199240367447,1,9374.21
2020-01-29,107519.69626316916,1.0751969626316915,1.2917266711568767,1,9301.53
2020-01-30,109966.58073324962,1.099665807332496,1.3211232007332459,1,9513.21
2020-01-31,108113.38478538822,1.0811338478538821,1.2988591624599866,1,9352.89
2020-02-01,108480.04755650951,1.084800475565095,1.303264197976627,1,9384.61
2020-02-02,107866.24575491619,1.078662457549162,1.2958900685335752,1,9331.51
2020-02-03,107412.30984628023,1.0741230984628023,1.290436545685578,1,9292.24
2020-02-04,106311.62797155866,1.0631162797155866,1.2772131067860037,1,9197.02
2020-02-05,111108.99188299479,1.111089918829948,1.3348479693369526,1,9612.04
2020-02-06,112958.0264627098,1.129580264627098,1.3570620135122928,1,9772.0
2020-02-07,113440.39838701278,1.1344039838701279,1.3628571626960695,1,9813.73
2020-02-08,114380.40521385965,1.1438040521385964,1.3741502739259939,1,9895.05
2020-02-09,117347.69188935879,1.1734769188935879,1.4097988431921222,1,10151.75
2020-02-10,113880.80984917296,1.1388080984917297,1.3681482047258302,1,9851.83
2020-02-11,118172.22075014318,1.1817222075014318,1.4197046182047943,1,10223.08
2020-02-12,119367.22696951637,1.1936722696951636,1.4340612566571993,1,10326.46
2020-02-13,118247.93453169565,1.1824793453169564,1.4206142330419318,1,10229.63
2020-02-14,119574.13944123994,1.1957413944123993,1.4365470743037274,1,10344.36
2020-02-15,114492.1841860142,1.1449218418601421,1.375493170945096,1,9904.72
2020-02-16,114637.25410333995,1.1463725410333994,1.37723602074755,1,9917.27
2020-02-17,112195.10896920397,1.1219510896920397,1.3478964288938104,1,9706.0
2020-02-18,117497.50114262901,1.1749750114262902,1.4115986307172061,1,10164.71
2020-02-19,110898.03363668447,1.1089803363668447,1.332313546317448,1,9593.79
2020-02-20,110928.43474286508,1.109284347428651,1.3326787809772451,1,9596.42
2020-02-21,110826.62906744113,1.1082662906744112,1.3438760701861578,0,9677.05
2020-02-22,110826.62906744113,1.1082662906744112,1.340238999562551,0,9650.86
2020-02-23,110826.62906744113,1.1082662906744112,1.3798926515619674,0,9936.4
2020-02-24,110826.62906744113,1.1082662906744112,1.340970857607087,0,9656.13
2020-02-25,110826.62906744113,1.1082662906744112,1.2937139365491563,0,9315.84
2020-02-26,110826.62906744113,1.1082662906744112,1.2200295798412677,0,8785.25
2020-02-27,110826.62906744113,1.1082662906744112,1.2253011797218372,0,8823.21
2020-02-28,110826.62906744113,1.1082662906744112,1.2072060937250453,0,8692.91
2020-02-29,110826.62906744113,1.1082662906744112,1.1836949804536954,0,8523.61
2020-03-01,110826.62906744113,1.1082662906744112,1.18484345598089,0,8531.88
2020-03-02,110826.62906744113,1.1082662906744112,1.2380816153648517,0,8915.24
2020-03-03,110826.62906744113,1.1082662906744112,1.2165327704368223,0,8760.07
2020-03-04,110826.62906744113,1.1082662906744112,1.2152551434900036,0,8750.87
2020-03-05,110826.62906744113,1.1082662906744112,1.2574459959588091,0,9054.68
2020-03-06,110826.62906744113,1.1082662906744112,1.2681669525125492,0,9131.88
2020-03-07,110826.62906744113,1.1082662906744112,1.2341126394800601,0,8886.66
2020-03-08,110826.62906744113,1.1082662906744112,1.1156057965379076,0,8033.31
2020-03-09,110826.62906744113,1.1082662906744112,1.1012408257358495,0,7929.87
2020-03-10,110826.62906744113,1.1082662906744112,1.0963372379649614,0,7894.56
2020-03-11,110826.62906744113,1.1082662906744112,1.10188658283397,0,7934.52
2020-03-12,110826.62906744113,1.1082662906744112,0.666587972253275,0,4800.0
2020-03-13,110826.62906744113,1.1082662906744112,0.7747140962525252,0,5578.6
2020-03-14,110826.62906744113,1.1082662906744112,0.7182568724525572,0,5172.06
2020-03-15,110826.62906744113,1.1082662906744112,0.7445371032586426,0,5361.3
2020-03-16,110826.62906744113,1.1082662906744112,0.6983856072546987,0,5028.97
2020-03-17,110826.62906744113,1.1082662906744112,0.7377795676899251,0,5312.64
2020-03-18,110826.62906744113,1.1082662906744112,0.7489449162251673,0,5393.04
2020-03-19,110826.62906744113,1.1082662906744112,0.8557836922030031,0,6162.37
2020-03-20,110826.62906744113,1.1082662906744112,0.8621704382121547,0,6208.36
2020-03-21,110826.62906744113,1.1082662906744112,0.8592013442857431,0,6186.98
2020-03-22,110826.62906744113,1.1082662906744112,0.8077088121541198,0,5816.19
2020-03-23,110826.62906744113,1.1082662906744112,0.8981314705902766,0,6467.31
2020-03-24,110826.62906744113,1.1082662906744112,0.9366560892116894,0,6744.72
2020-03-25,110826.62906744113,1.1082662906744112,0.9273113590756638,0,6677.43
2020-03-26,110826.62906744113,1.1082662906744112,0.9356339876542342,0,6737.36
2020-03-27,104501.3731739839,1.045013731739839,0.8831054667157339,1,6359.11
2020-03-28,102488.94719630996,1.0248894719630997,0.8660991410736222,1,6236.65
2020-03-29,96651.33426107308,0.9665133426107307,0.8167674649520533,1,5881.42
2020-03-30,105080.97683422039,1.050809768342204,0.8880034995868532,1,6394.38
2020-03-31,105344.89616462577,1.0534489616462577,0.8902337918440172,1,6410.44
2020-04-01,109165.31745557494,1.0916531745557494,0.9225188693001509,1,6642.92
2020-04-02,111649.54442801466,1.1164954442801467,0.9435122242513024,1,6794.09
2020-04-03,110663.70877228497,1.1066370877228497,0.9351812633230788,1,6734.1
2020-04-04,112683.20108321383,1.1268320108321384,0.9522473041377049,1,6856.99
2020-04-05,111299.35009856641,1.1129935009856642,0.9405528513994864,1,6772.78
2020-04-06,120454.68866366278,1.2045468866366278,1.0179214953790165,1,7329.9
2020-04-07,118275.95735450053,1.1827595735450052,0.9995097800954043,1,7197.32
2020-04-08,120970.36665794179,1.2097036665794179,1.0222793142476225,1,7361.28
2020-04-09,119692.83933878149,1.1969283933878148,1.0114833665470038,1,7283.54
2020-04-10,112714.9174161953,1.127149174161953,0.9525153280515484,1,6858.92
2020-04-11,113009.23841293008,1.1300923841293007,0.9550025344230183,1,6876.83
2020-04-12,113452.28107468158,1.1345228107468157,0.9587465368671743,1,6903.79
2020-04-13,112369.65308669236,1.1236965308669236,0.949597616947998,1,6837.91
2020-04-14,112875.63541441227,1.1287563541441228,0.9538735010450143,1,6868.7
2020-04-15,108809.04279286083,1.0880904279286083,0.9195081136254736,1,6621.24
2020-04-16,116708.54603855622,1.1670854603855623,0.9862641215967547,1,7101.94
2020-04-17,115486.07038545184,1.1548607038545184,0.9759333967517712,1,7027.55
2020-04-18,119118.65867848485,1.1911865867848486,1.0066311615989767,1,7248.6
2020-04-19,117017.4927017954,1.170174927017954,0.98887492448808,1,7120.74
2020-04-20,112187.57175537906,1.1218757175537906,0.9480589097120468,1,6826.83
2020-04-21,112426.5124193949,1.124265124193949,0.9500781157779974,1,6841.37
2020-04-22,117089.7993676599,1.170897993676599,0.9894859634626458,1,7125.14
2020-04-23,122960.60763586186,1.2296060763586185,1.039098162022538,1,7482.39
2020-04-24,123332.16529840641,1.233321652984064,1.0422380691168391,1,7505.0
2020-04-25,123885.47562560126,1.2388547562560126,1.0469139059972075,1,7538.67
2020-04-26,126423.27526411331,1.2642327526411332,1.0683599852795145,1,7693.1
2020-04-27,127762.92058258447,1.2776292058258447,1.0796808710082826,1,7774.62
2020-04-28,127177.23658908211,1.271772365890821,1.074731455314302,1,7738.98
2020-04-29,144261.1653995512,1.4426116539955118,1.2191019115798816,1,8778.57
2020-04-30,141655.3317617939,1.416553317617939,1.1970809001715061,1,8620.0
2020-05-01,145056.37439072903,1.4505637439072903,1.2258219515751596,1,8826.96
2020-05-02,147440.68669761054,1.4744068669761055,1.2459709617614572,1,8972.05
2020-05-03,146160.6943784776,1.461606943784776,1.2351541831867057,1,8894.16
2020-05-04,145795.87438252493,1.4579587438252493,1.2320712138150343,1,8871.96
2020-05-05,148258.73802186834,1.4825873802186833,1.2528840345237007,1,9021.83
2020-05-06,150248.65033312538,1.5024865033312538,1.2697001048487317,1,9142.92
2020-05-07,164109.83817934786,1.6410983817934786,1.3868362762729385,1,9986.4
2020-05-08,161046.82921332924,1.6104682921332925,1.3609518320753786,1,9800.01
2020-05-09,156764.13826084186,1.5676413826084186,1.3247602713568523,1,9539.4
2020-05-10,143344.18540972425,1.4334418540972425,1.2113528264024374,1,8722.77
2020-05-11,140694.31043912226,1.4069431043912226,1.1889596367095538,1,8561.52
2020-05-12,144790.64739367706,1.4479064739367706,1.2235763833436317,1,8810.79
2020-05-13,152983.9786361127,1.529839786361127,1.292815431511556,1,9309.37
2020-05-14,160914.86954812653,1.6091486954812653,1.359836685946796,1,9791.98
2020-05-15,153099.83363482737,1.5309983363482738,1.293794482595803,1,9316.42
2020-05-16,154165.53528967104,1.5416553528967103,1.3028003638459333,1,9381.27
2020-05-17,159075.32223520134,1.5907532223520133,1.3442912989438731,1,9680.04
2020-05-18,159960.91455870983,1.5996091455870982,1.3517751376573583,1,9733.93
2020-05-19,160644.54121779226,1.6064454121779226,1.3575522334168868,1,9775.53
2020-05-20,156304.49793260783,1.5630449793260783,1.3208760076935346,1,9511.43
2020-05-21,149028.1466799991,1.490281466799991,1.2593860447030543,1,9068.65
2020-05-22,150693.664994855,1.5069366499485501,1.2734607719921938,1,9170.0
2020-05-23,150844.02999318682,1.5084402999318682,1.2747314553143017,1,9179.15
