datetime,open,high,low,close,volume,ma5,ma20,signal,signal_change,position,equity,equity_curve,market_return,market_curve
2020-01-18,8913.27,8988.88,8806.38,8915.96,38294.746545,8836.134,,0,0.0,0,100000.0,1.0,0.00030067494794261407,1.23818160356069
2020-01-19,8915.09,9198.98,8466.0,8701.7,70676.889259,8814.472,,0,0.0,0,100000.0,1.0,-0.024031063396426022,1.2084267829492348
2020-01-20,8701.72,8746.99,8521.28,8642.35,38896.639746,8778.66,8101.9235,1,1.0,0,100000.0,1.0,-0.006820506337842036,1.2001847004173114
2020-01-21,8642.35,8789.0,8488.0,8736.03,36494.687659,8781.864,8178.6825,1,0.0,1,100982.88046653978,1.0098288046653978,0.010839644309707408,1.2131942756757879
2020-01-22,8736.04,8818.0,8590.0,8682.36,29080.557138,8735.68,8264.515000000001,1,0.0,1,100362.489832048,1.00362489832048,-0.006143522858781392,1.2057409889110309
2020-01-23,8682.77,8691.81,8306.39,8404.52,48165.944597,8633.392000000002,8317.493,1,0.0,1,97150.83837150775,0.9715083837150775,-0.03200051598874043,1.1671566551171038
2020-01-24,8404.52,8528.02,8238.0,8439.0,41687.529529,8580.852,8371.7375,1,0.0,1,97549.40496508473,0.9754940496508473,0.0041025543398076625,1.1719449787177898
2020-01-25,8438.99,8451.26,8254.9,8340.58,25521.157932,8520.498000000001,8420.829,1,0.0,1,96411.73315128408,0.9641173315128407,-0.011662519255836057,1.158277147836713
2020-01-26,8340.01,8618.13,8293.66,8615.0,31130.485164,8496.292000000001,8463.679,1,0.0,1,99583.85161443357,0.9958385161443357,0.032901788604629445,1.1963865377004097
2020-01-27,8614.39,9000.0,8535.0,8907.57,53973.542996,8541.333999999999,8501.7935,1,0.0,1,102965.77238829716,1.0296577238829716,0.0339605339524085,1.237016463334189
2020-01-28,8907.57,9400.0,8862.4,9374.21,74584.853765,8735.272,8567.705,1,0.0,1,108359.83025450252,1.0835983025450253,0.05238690237629329,1.3018199240367447
2020-01-29,9375.34,9449.24,9216.0,9301.53,53864.065122,8907.778,8641.8935,1,0.0,1,107519.69626316916,1.0751969626316915,-0.007753186668529755,1.2917266711568767
2020-01-30,9301.57,9578.0,9204.44,9513.21,60626.744259,9142.304,8707.703,1,0.0,1,109966.58073324962,1.099665807332496,0.022757546339150503,1.3211232007332459
2020-01-31,9511.52,9530.22,9210.01,9352.89,45552.022352,9289.882000000001,8774.347,1,0.0,1,108113.38478538822,1.0811338478538821,-0.01685235582942035,1.2988591624599866
2020-02-01,9351.71,9464.53,9281.0,9384.61,28578.067354,9385.289999999999,8834.3285,1,0.0,1,108480.04755650951,1.084800475565095,0.0033914650979538497,1.303264197976627
2020-02-02,9384.41,9477.03,9120.0,9331.51,45690.91254,9376.75,8895.386999999999,1,0.0,1,107866.24575491619,1.078662457549162,-0.005658199967819688,1.2958900685335752
2020-02-03,9331.59,9618.79,9234.0,9292.24,50892.133451,9374.892,8919.4985,1,0.0,1,107412.30984628023,1.0741230984628023,-0.004208322125786812,1.290436545685578
2020-02-04,9291.35,9350.0,9093.01,9197.02,53308.175266,9311.653999999999,8938.278999999999,1,0.0,1,106311.62797155866,1.0631162797155866,-0.01024726007937804,1.2772131067860037
2020-02-05,9197.02,9744.45,9177.22,9612.04,64870.415615,9363.484,8982.880500000001,1,0.0,1,111108.99188299479,1.111089918829948,0.04512548629882285,1.3348479693369526
2020-02-06,9612.03,9862.57,9526.35,9772.0,64949.706588,9440.962,9025.8165,1,0.0,1,112958.0264627098,1.129580264627098,0.016641628624100457,1.3570620135122928
2020-02-07,9772.0,9885.0,9730.0,9813.73,43966.114632,9537.406,9070.704999999998,1,0.0,1,113440.39838701278,1.1344039838701279,0.004270364306180774,1.3628571626960695
2020-02-08,9813.87,9940.0,9667.11,9895.05,43600.843666,9657.967999999999,9130.372500000001,1,0.0,1,114380.40521385965,1.1438040521385964,0.008286349838440676,1.3741502739259939
2020-02-09,9895.04,10166.0,9880.75,10151.75,43408.475616,9848.914,9205.8425,1,0.0,1,117347.69188935879,1.1734769188935879,0.025942264061323606,1.4097988431921222
2020-02-10,10151.72,10188.0,9756.0,9851.83,59573.084619,9896.872,9261.6325,1,0.0,1,113880.80984917296,1.1388080984917297,-0.02954367473588293,1.3681482047258302
2020-02-11,9851.74,10323.59,9700.0,10223.08,62422.395224,9987.088,9338.6685,1,0.0,1,118172.22075014318,1.1817222075014318,0.03768335426007141,1.4197046182047943
2020-02-12,10223.08,10450.0,10223.08,10326.46,61008.06393,10089.634,9434.7655,1,0.0,1,119367.22696951637,1.1936722696951636,0.01011241230627169,1.4340612566571993
2020-02-13,10325.33,10500.0,10080.0,10229.63,79344.358759,10156.55,9524.297,1,0.0,1,118247.93453169565,1.1824793453169564,-0.009376882300420442,1.4206142330419318
2020-02-14,10227.78,10381.56,10111.37,10344.36,47038.480173,10195.072,9624.486,1,0.0,1,119574.13944123994,1.1957413944123993,0.011215459405667705,1.4365470743037274
2020-02-15,10344.36,10375.0,9801.0,9904.72,57657.202947,10205.65,9688.972,1,0.0,1,114492.1841860142,1.1449218418601421,-0.04250045435387029,1.375493170945096
2020-02-16,9904.46,10050.0,9638.12,9917.27,60023.999537,10144.488,9739.457,1,0.0,1,114637.25410333995,1.1463725410333994,0.0012670726683845501,1.37723602074755
2020-02-17,9910.7,9964.16,9452.67,9706.0,70261.011901,10020.395999999999,9756.0465,1,0.0,1,112195.10896920397,1.1219510896920397,-0.021303241718739208,1.3478964288938104
2020-02-18,9706.0,10250.0,9576.01,10164.71,70604.124019,10007.412,9799.2055,1,0.0,1,117497.50114262901,1.1749750114262902,0.04726045744900054,1.4115986307172061
2020-02-19,10164.78,10250.0,9350.0,9593.79,55162.586895,9857.297999999999,9803.2345,1,0.0,1,110898.03363668447,1.1089803363668447,-0.0561668753953628,1.332313546317448
2020-02-20,9594.65,9699.0,9400.0,9596.42,60152.342914,9795.638,9815.411,0,-1.0,1,110928.43474286508,1.109284347428651,0.00027413566484146834,1.3326787809772451
2020-02-21,9597.21,9755.51,9550.21,9677.05,42181.554524,9747.594000000001,9830.033,0,0.0,0,110826.62906744113,1.1082662906744112,0.00840209161333072,1.3438760701861578
2020-02-22,9677.05,9709.17,9560.02,9650.86,24636.757623,9736.566,9846.0005,0,0.0,0,110826.62906744113,1.1082662906744112,-0.002706403294392312,1.340238999562551
2020-02-23,9650.85,9990.0,9645.0,9936.4,37702.089843,9690.904,9878.208499999999,0,0.0,0,110826.62906744113,1.1082662906744112,0.02958700053673957,1.3798926515619674
2020-02-24,9936.4,9990.0,9473.56,9656.13,55796.59612,9703.372,9901.164,0,0.0,0,110826.62906744113,1.1082662906744112,-0.028206392657300516,1.340970857607087
2020-02-25,9655.52,9675.0,9250.0,9315.84,54379.344552,9647.256,9886.354,0,0.0,0,110826.62906744113,1.1082662906744112,-0.03524082629376357,1.2937139365491563
2020-02-26,9316.48,9377.44,8633.63,8785.25,92130.345482,9468.895999999999,9837.0165,0,0.0,0,110826.62906744113,1.1082662906744112,-0.056955679788403435,1.2200295798412677
2020-02-27,8786.0,8971.77,8531.0,8823.21,72483.578762,9303.366,9787.4905,0,0.0,0,110826.62906744113,1.1082662906744112,0.00432087874562459,1.2253011797218372
2020-02-28,8823.25,8900.0,8445.0,8692.91,71155.208977,9054.668,9727.3835,0,0.0,0,110826.62906744113,1.1082662906744112,-0.014767867930152279,1.2072060937250453
2020-02-29,8690.8,8790.0,8523.55,8523.61,36748.183035,8828.164,9645.9765,0,0.0,0,110826.62906744113,1.1082662906744112,-0.01947564164359228,1.1836949804536954
2020-03-01,8523.61,8750.0,8411.0,8531.88,43892.201779,8671.372,9579.979000000001,0,0.0,0,110826.62906744113,1.1082662906744112,0.0009702461750360492,1.18484345598089
2020-03-02,8530.3,8965.75,8498.0,8915.24,60401.31773,8697.37,9514.587,0,0.0,0,110826.62906744113,1.1082662906744112,0.04493265259239476,1.2380816153648517
2020-03-03,8911.18,8919.65,8651.0,8760.07,55154.997282,8684.741999999998,9436.2675,0,0.0,0,110826.62906744113,1.1082662906744112,-0.017405027795101446,1.2165327704368223
